subjectId	activityId	freq	timeBodyAccMagnitudeMean	timeBodyAccMagnitudeStdDev	timeGravityAccMagnitudeMean	timeGravityAccMagnitudeStdDev	timeBodyAccJerkMagnitudeMean	timeBodyAccJerkMagnitudeStdDev	timeBodyGyroMagnitudeMean	timeBodyGyroMagnitudeStdDev	timeBodyGyroJerkMagnitudeMean	timeBodyGyroJerkMagnitudeStdDev	freqBodyAccMagnitudeMean	freqBodyAccMagnitudeStdDev	freqBodyBodyAccJerkMagnitudeMean	freqBodyBodyAccJerkMagnitudeStdDev	freqBodyBodyGyroMagnitudeMean	freqBodyBodyGyroMagnitudeStdDev	freqBodyBodyGyroJerkMagnitudeMean	freqBodyBodyGyroJerkMagnitudeStdDev	activityType
95	4	14	-0.944197944	-0.92549583	-0.944197944	-0.92549583	-0.976521006	-0.973343389	-0.942756369	-0.947081158	-0.988317607	-0.98696399	-0.940589853	-0.929193937	-0.972985343	-0.972959409	-0.963320541	-0.946517964	-0.987324239	-0.987065178	SITTING
96	4	12	-0.952176621	-0.9475171	-0.952176621	-0.9475171	-0.97473449	-0.972745893	-0.941907241	-0.946769242	-0.980392338	-0.978260536	-0.955944253	-0.950647189	-0.971715269	-0.972951443	-0.958511867	-0.948460979	-0.978484454	-0.979256387	SITTING
97	4	10	-0.9607572	-0.939669591	-0.9607572	-0.939669591	-0.988054238	-0.985209856	-0.944202044	-0.963064578	-0.993707488	-0.991696196	-0.955281011	-0.941511953	-0.985900801	-0.983266741	-0.974459733	-0.962459956	-0.992191529	-0.991409101	SITTING
98	4	8	-0.952139704	-0.929943616	-0.952139704	-0.929943616	-0.986061512	-0.980667377	-0.932682243	-0.953001632	-0.991807428	-0.986756671	-0.947981783	-0.93172124	-0.980932292	-0.979320212	-0.965806789	-0.953251157	-0.987730604	-0.986147263	SITTING
99	4	28	-0.955789709	-0.947782703	-0.955789709	-0.947782703	-0.973274367	-0.970301646	-0.955175567	-0.951065984	-0.981213159	-0.978441918	-0.953928124	-0.952281424	-0.969178687	-0.970823336	-0.960297525	-0.953534293	-0.979465869	-0.97839537	SITTING
100	4	6	-0.949543531	-0.931572656	-0.949543531	-0.931572656	-0.962733502	-0.948181828	-0.932703812	-0.921259473	-0.962929228	-0.950150572	-0.935750391	-0.939547203	-0.948348654	-0.9473047	-0.929725679	-0.929549142	-0.952034566	-0.951196693	SITTING
101	4	15	-0.958669836	-0.937977906	-0.958669836	-0.937977906	-0.986107839	-0.984639018	-0.957331628	-0.963475075	-0.992188894	-0.989720049	-0.949752001	-0.941195938	-0.984689437	-0.983276252	-0.97376218	-0.963378228	-0.990180959	-0.989503942	SITTING
102	4	24	-0.968979156	-0.963779683	-0.968979156	-0.963779683	-0.985555822	-0.985418456	-0.964633252	-0.969257163	-0.991306425	-0.990724531	-0.968905031	-0.965852262	-0.984469963	-0.98561372	-0.977973721	-0.969105899	-0.990854751	-0.990933058	SITTING
103	4	2	-0.967893624	-0.953081444	-0.967893624	-0.953081444	-0.986774713	-0.984475868	-0.946035087	-0.961313624	-0.991081494	-0.98959492	-0.961273748	-0.955575602	-0.983874699	-0.984124186	-0.971840596	-0.961385745	-0.989861951	-0.989632909	SITTING
104	4	9	-0.893361718	-0.863756434	-0.893361718	-0.863756434	-0.964383757	-0.951780243	-0.903235537	-0.906606321	-0.973364137	-0.966361073	-0.897718197	-0.869172511	-0.953050441	-0.949394981	-0.934437738	-0.906471229	-0.968315588	-0.965997015	SITTING
105	4	29	-0.978017022	-0.969290317	-0.978017022	-0.969290317	-0.990719808	-0.990531729	-0.962377332	-0.971578025	-0.995392308	-0.994905344	-0.973346532	-0.97121802	-0.990093704	-0.989822909	-0.980269426	-0.971011373	-0.995063049	-0.994742028	SITTING
106	4	7	-0.918432107	-0.88195762	-0.918432107	-0.88195762	-0.976559676	-0.970243274	-0.897870535	-0.898063314	-0.981665122	-0.97621443	-0.908956776	-0.886915638	-0.970954184	-0.968494868	-0.933081955	-0.895804978	-0.978634991	-0.974965939	SITTING
107	4	16	-0.961879681	-0.941051236	-0.961879681	-0.941051236	-0.987472699	-0.983615334	-0.946417382	-0.937942405	-0.992444606	-0.988261253	-0.958335481	-0.94258825	-0.983968636	-0.982190555	-0.954060994	-0.938863215	-0.989363136	-0.987506349	SITTING
108	4	25	-0.970409337	-0.960003414	-0.970409337	-0.960003414	-0.989545142	-0.988311805	-0.966568719	-0.970639126	-0.99286465	-0.991766403	-0.967017993	-0.961997268	-0.987941826	-0.987618801	-0.979350914	-0.970321897	-0.991781702	-0.99201956	SITTING
109	4	3	-0.89538335	-0.8703017	-0.89538335	-0.8703017	-0.969080753	-0.966550084	-0.919354372	-0.925518104	-0.977998052	-0.976772676	-0.904185726	-0.874626592	-0.965888892	-0.966568853	-0.946664944	-0.925449629	-0.977898106	-0.976689803	SITTING
110	4	1	-0.948536786	-0.927078419	-0.948536786	-0.927078419	-0.987364196	-0.984120024	-0.93089249	-0.93453184	-0.991976341	-0.988308729	-0.947782923	-0.928444802	-0.985262127	-0.981606177	-0.958435589	-0.932198375	-0.989797547	-0.987049617	SITTING
111	4	30	-0.957487221	-0.942901467	-0.957487221	-0.942901467	-0.987799056	-0.98605764	-0.955847324	-0.960641288	-0.993737388	-0.991280225	-0.959923388	-0.943543733	-0.985826331	-0.985294959	-0.973876283	-0.959513937	-0.991750682	-0.990946425	SITTING
112	4	19	-0.962074066	-0.951755657	-0.962074066	-0.951755657	-0.986423976	-0.984205185	-0.942229044	-0.950491808	-0.989450317	-0.985831285	-0.962632578	-0.952802278	-0.983751647	-0.983687273	-0.964238768	-0.950484417	-0.986727418	-0.985416445	SITTING
113	4	17	-0.972747346	-0.965065191	-0.972747346	-0.965065191	-0.992814715	-0.991446499	-0.967177744	-0.975410255	-0.996334795	-0.994446756	-0.973626755	-0.96539968	-0.99142725	-0.990319626	-0.983369292	-0.974710853	-0.995204564	-0.993624524	SITTING
114	4	26	-0.953079994	-0.933602783	-0.953079994	-0.933602783	-0.990898436	-0.989986112	-0.954052946	-0.964742022	-0.994466446	-0.994033207	-0.952411044	-0.934587699	-0.989481943	-0.989521273	-0.97646387	-0.963650652	-0.993985448	-0.99420977	SITTING
115	4	18	-0.983674152	-0.981595286	-0.983674152	-0.981595286	-0.989869575	-0.991159351	-0.977634992	-0.981372676	-0.99487344	-0.994868914	-0.984781467	-0.982226152	-0.990407076	-0.991044298	-0.986535242	-0.981252633	-0.994808188	-0.994967622	SITTING
116	4	27	-0.979481669	-0.969526675	-0.979481669	-0.969526675	-0.989467178	-0.98920054	-0.963565474	-0.970782133	-0.994034711	-0.99211283	-0.974766467	-0.970885297	-0.988773269	-0.988531651	-0.979482821	-0.970528266	-0.992390264	-0.991967776	SITTING
117	4	22	-0.942167354	-0.924336184	-0.942167354	-0.924336184	-0.979303714	-0.968576777	-0.942077433	-0.933268487	-0.985476035	-0.976503766	-0.943078237	-0.92679803	-0.968908297	-0.967026276	-0.951952767	-0.93356301	-0.977775448	-0.976318115	SITTING
118	4	20	-0.952738043	-0.937764028	-0.952738043	-0.937764028	-0.978774578	-0.972537872	-0.939574436	-0.94106991	-0.983010276	-0.97507615	-0.946913452	-0.942151232	-0.971730463	-0.972597744	-0.953399068	-0.943725756	-0.976108354	-0.975226588	SITTING
119	4	23	-0.944080773	-0.924963263	-0.944080773	-0.924963263	-0.982375503	-0.973668776	-0.936593427	-0.937006097	-0.986514066	-0.979226998	-0.94583783	-0.927090118	-0.974121467	-0.972117017	-0.952293277	-0.938680777	-0.980707211	-0.978499038	SITTING
120	4	21	-0.974734999	-0.971994251	-0.974734999	-0.971994251	-0.985947225	-0.986520865	-0.964971114	-0.971225062	-0.99030735	-0.990302233	-0.974829227	-0.974447593	-0.985342359	-0.98699155	-0.977839702	-0.972027251	-0.990014273	-0.991062205	SITTING
121	5	7	-0.942724659	-0.933590157	-0.942724659	-0.933590157	-0.973381306	-0.968566356	-0.943425565	-0.918438959	-0.977377083	-0.97210793	-0.94561145	-0.937287965	-0.967417888	-0.969092162	-0.938704985	-0.919848139	-0.973671169	-0.971899418	STANDING
122	5	5	-0.906104701	-0.879773801	-0.906104701	-0.879773801	-0.956863566	-0.942962048	-0.900671631	-0.867041712	-0.958405901	-0.947970724	-0.904641393	-0.886745171	-0.941825903	-0.94360196	-0.904543922	-0.868913994	-0.952286438	-0.946196463	STANDING
123	5	6	-0.945022876	-0.93931025	-0.945022876	-0.93931025	-0.967102436	-0.956099146	-0.939404744	-0.915891573	-0.963406223	-0.952536234	-0.945949804	-0.944564108	-0.955914005	-0.955381579	-0.926664297	-0.923108762	-0.955425138	-0.952088499	STANDING
124	5	4	-0.906478052	-0.890976683	-0.906478052	-0.890976683	-0.963370738	-0.958159482	-0.900982101	-0.885144318	-0.967614074	-0.964282784	-0.917614015	-0.895340042	-0.956139284	-0.960032499	-0.914209166	-0.887194404	-0.964471139	-0.966430218	STANDING
125	5	1	-0.984278207	-0.981942929	-0.984278207	-0.981942929	-0.992367791	-0.993096209	-0.976493793	-0.978690029	-0.994966791	-0.994733239	-0.985356361	-0.982313805	-0.992542478	-0.992536003	-0.984617623	-0.978466072	-0.994815377	-0.994671123	STANDING
126	5	10	-0.951988908	-0.937264538	-0.951988908	-0.937264538	-0.965163818	-0.952058215	-0.92978726	-0.92048681	-0.971637662	-0.96440941	-0.940110168	-0.945048243	-0.95163369	-0.952105965	-0.937786743	-0.92296155	-0.965614081	-0.965055815	STANDING
127	5	8	-0.953762884	-0.937187185	-0.953762884	-0.937187185	-0.984920798	-0.979932239	-0.952848497	-0.95322479	-0.987580588	-0.982460332	-0.953746071	-0.938628186	-0.979745872	-0.979135441	-0.964564224	-0.954119826	-0.983709233	-0.981832336	STANDING
128	5	17	-0.977635981	-0.97537731	-0.977635981	-0.97537731	-0.991742754	-0.990363248	-0.978184577	-0.977680837	-0.993672974	-0.992372117	-0.980967748	-0.975504841	-0.990162799	-0.989472087	-0.984291132	-0.977263419	-0.992723939	-0.992177304	STANDING
129	5	26	-0.968511694	-0.962697299	-0.968511694	-0.962697299	-0.986985214	-0.982626253	-0.968673956	-0.962653586	-0.988544825	-0.984253792	-0.97060525	-0.963909299	-0.982876889	-0.981129313	-0.972333109	-0.962967606	-0.985762256	-0.983313996	STANDING
130	5	24	-0.950061018	-0.947901012	-0.950061018	-0.947901012	-0.977620954	-0.973108343	-0.954518594	-0.953104779	-0.982387269	-0.979995719	-0.960066088	-0.949522556	-0.972251355	-0.97319551	-0.963922314	-0.954407177	-0.981119238	-0.9797551	STANDING
131	5	2	-0.965875181	-0.957874965	-0.965875181	-0.957874965	-0.980489077	-0.97667528	-0.963466342	-0.95394338	-0.983951904	-0.977204428	-0.964052166	-0.960519381	-0.977065296	-0.97516046	-0.961775905	-0.956788726	-0.977849827	-0.977754298	STANDING
132	5	11	-0.984853837	-0.980305369	-0.984853837	-0.980305369	-0.989242377	-0.988853961	-0.979978011	-0.977071437	-0.993428184	-0.992579167	-0.982255414	-0.98150397	-0.988636595	-0.988021231	-0.98257652	-0.977437711	-0.99298102	-0.992277469	STANDING
133	5	9	-0.945167482	-0.93610501	-0.945167482	-0.93610501	-0.969524579	-0.963764178	-0.921030223	-0.908291403	-0.969824044	-0.965287051	-0.946330172	-0.940265546	-0.963242884	-0.96359316	-0.929769068	-0.91090966	-0.967491628	-0.964770799	STANDING
134	5	18	-0.972607495	-0.972285545	-0.972607495	-0.972285545	-0.985965294	-0.986015286	-0.963006793	-0.959797118	-0.988685955	-0.988519666	-0.976797646	-0.973264854	-0.984987073	-0.986277357	-0.972352593	-0.959113457	-0.988960669	-0.988407465	STANDING
135	5	27	-0.972753287	-0.966360115	-0.972753287	-0.966360115	-0.98534762	-0.98415909	-0.968702957	-0.965693334	-0.989532104	-0.988819784	-0.973186182	-0.967529105	-0.984151646	-0.983022278	-0.975525566	-0.96540017	-0.989418483	-0.988579092	STANDING
136	5	25	-0.972663592	-0.968075629	-0.972663592	-0.968075629	-0.984647071	-0.982637081	-0.967077443	-0.959884274	-0.985091991	-0.98323081	-0.972355393	-0.97020366	-0.982294171	-0.982083315	-0.9689725	-0.961090397	-0.98401783	-0.983098936	STANDING
137	5	3	-0.925430819	-0.915143304	-0.925430819	-0.915143304	-0.95930384	-0.948770043	-0.892089349	-0.882125221	-0.96233934	-0.957679767	-0.926968932	-0.921836077	-0.948627468	-0.948206814	-0.913682363	-0.883439718	-0.960331718	-0.95712151	STANDING
138	5	12	-0.941459935	-0.935232945	-0.941459935	-0.935232945	-0.968790683	-0.962678857	-0.888101373	-0.852271618	-0.969289974	-0.961923172	-0.945217803	-0.939741929	-0.96085901	-0.964145595	-0.902356766	-0.850033172	-0.963059792	-0.962909739	STANDING
139	5	21	-0.958774298	-0.956919898	-0.958774298	-0.956919898	-0.974765162	-0.971606515	-0.949837152	-0.945614402	-0.976857084	-0.976153688	-0.962291334	-0.960041844	-0.970634296	-0.971926117	-0.956723022	-0.947763173	-0.976126761	-0.97770662	STANDING
140	5	19	-0.960505684	-0.962549342	-0.960505684	-0.962549342	-0.983068924	-0.979640838	-0.941745041	-0.937951032	-0.985801638	-0.983069428	-0.968910789	-0.964259111	-0.979135413	-0.979179149	-0.95857813	-0.936723548	-0.98453661	-0.982228582	STANDING
141	5	28	-0.925471652	-0.917658334	-0.925471652	-0.917658334	-0.959551987	-0.954068392	-0.89424247	-0.876917546	-0.959681019	-0.95626648	-0.929146479	-0.923857158	-0.952727765	-0.954963155	-0.909652436	-0.878459662	-0.958758577	-0.955983425	STANDING
142	5	20	-0.922406857	-0.910672095	-0.922406857	-0.910672095	-0.956624899	-0.938454372	-0.883675029	-0.84368341	-0.947936501	-0.926328788	-0.921225595	-0.91865188	-0.940007897	-0.936025033	-0.879437675	-0.849127347	-0.929600007	-0.92722572	STANDING
143	5	15	-0.961207616	-0.948600433	-0.961207616	-0.948600433	-0.981495126	-0.979994801	-0.946961381	-0.931286779	-0.984407078	-0.981432828	-0.960337344	-0.950204046	-0.979078786	-0.980184087	-0.9567339	-0.928838304	-0.983188092	-0.980329709	STANDING
144	5	13	-0.971564243	-0.968519674	-0.971564243	-0.968519674	-0.986800028	-0.981865617	-0.957825372	-0.944980198	-0.983637635	-0.97619766	-0.972393559	-0.970445379	-0.981977536	-0.980621263	-0.957488799	-0.946857485	-0.977197404	-0.97646733	STANDING
145	5	22	-0.954807661	-0.939866315	-0.954807661	-0.939866315	-0.975876007	-0.958825095	-0.931624304	-0.900776556	-0.978603529	-0.966086148	-0.949044483	-0.943739135	-0.959743878	-0.95665396	-0.932065271	-0.900222411	-0.968377798	-0.965344727	STANDING
146	5	14	-0.943456847	-0.936735577	-0.943456847	-0.936735577	-0.972965788	-0.970437183	-0.943530017	-0.931426204	-0.974873328	-0.966834217	-0.94971506	-0.93979987	-0.970214126	-0.969677516	-0.944405564	-0.934815561	-0.969175637	-0.966019259	STANDING
147	5	29	-0.984745319	-0.981745713	-0.984745319	-0.981745713	-0.99078542	-0.99049569	-0.98065734	-0.975358665	-0.992144699	-0.991453632	-0.984548095	-0.982247716	-0.989793893	-0.990327935	-0.980879723	-0.975938729	-0.991672052	-0.991516778	STANDING
148	5	16	-0.969948825	-0.957294494	-0.969948825	-0.957294494	-0.989205232	-0.986761551	-0.972528178	-0.964105768	-0.992848576	-0.990809427	-0.971082558	-0.957173572	-0.986502688	-0.985912717	-0.975448632	-0.963574736	-0.99117243	-0.990672801	STANDING
149	5	23	-0.957212267	-0.951669858	-0.957212267	-0.951669858	-0.978671485	-0.974811528	-0.938430293	-0.923796566	-0.976399253	-0.972387365	-0.957986177	-0.955291356	-0.973798156	-0.975053688	-0.94458383	-0.924805421	-0.972598811	-0.973849691	STANDING
150	5	30	-0.930573575	-0.916570441	-0.930573575	-0.916570441	-0.97122519	-0.950762271	-0.913890565	-0.887247637	-0.972995274	-0.955995672	-0.932047451	-0.921733233	-0.953357616	-0.946639847	-0.917449417	-0.888872228	-0.959242165	-0.955008564	STANDING
151	6	7	-0.936392024	-0.907039513	-0.936392024	-0.907039513	-0.98012724	-0.967310932	-0.915793635	-0.918662459	-0.983008829	-0.971205138	-0.927976881	-0.910542463	-0.968066259	-0.965359228	-0.941130719	-0.918892519	-0.974117912	-0.969403035	LAYING
152	6	6	-0.918878851	-0.897326246	-0.918878851	-0.897326246	-0.954750505	-0.950341934	-0.908980175	-0.920914497	-0.955645738	-0.953157002	-0.912351652	-0.90537398	-0.948655471	-0.951552664	-0.930153639	-0.92869489	-0.953695957	-0.955504655	LAYING
153	6	1	-0.841929153	-0.795144864	-0.841929153	-0.795144864	-0.954396265	-0.928245628	-0.874759548	-0.81901017	-0.96346103	-0.935840983	-0.861767648	-0.79830094	-0.933300361	-0.921803976	-0.862190185	-0.82431944	-0.942366947	-0.932660668	LAYING
154	6	8	-0.935308634	-0.91325033	-0.935308634	-0.91325033	-0.97314749	-0.962954517	-0.924253349	-0.932470764	-0.978438191	-0.969029112	-0.932279646	-0.917257979	-0.961792852	-0.963791094	-0.944528951	-0.93678697	-0.968403946	-0.97179328	LAYING
155	6	17	-0.953021411	-0.948257994	-0.953021411	-0.948257994	-0.981607628	-0.980126745	-0.960733122	-0.959325499	-0.985542411	-0.982038121	-0.961046326	-0.949042532	-0.979687319	-0.979657231	-0.969014445	-0.960023839	-0.982765526	-0.981983438	LAYING
156	6	4	-0.954557603	-0.931292217	-0.954557603	-0.931292217	-0.970095772	-0.960786431	-0.930236463	-0.947031782	-0.985068502	-0.982698214	-0.939389701	-0.937187976	-0.962287125	-0.958037119	-0.96155666	-0.947100325	-0.983609073	-0.982543632	LAYING
157	6	24	-0.971854043	-0.969354834	-0.971854043	-0.969354834	-0.985529271	-0.983605927	-0.953791513	-0.957829935	-0.982780874	-0.978659102	-0.973171068	-0.971063024	-0.983108084	-0.983285116	-0.964001383	-0.961369085	-0.978596741	-0.980096981	LAYING
158	6	2	-0.977435485	-0.972873913	-0.977435485	-0.972873913	-0.987741696	-0.985518076	-0.95001157	-0.961164054	-0.991767074	-0.989718095	-0.975110196	-0.975121388	-0.985374115	-0.984568489	-0.972112973	-0.961098379	-0.990248702	-0.98949266	LAYING
159	6	11	-0.98062118	-0.972891829	-0.98062118	-0.972891829	-0.983330628	-0.976504859	-0.952523752	-0.954713183	-0.990641248	-0.984476477	-0.973994005	-0.976037696	-0.976940775	-0.975126531	-0.967093356	-0.954849054	-0.985978837	-0.983569468	LAYING
160	6	9	-0.930868438	-0.9151268	-0.930868438	-0.9151268	-0.963374549	-0.955026805	-0.9071251	-0.898557874	-0.964524819	-0.95280156	-0.926604295	-0.921929738	-0.954320586	-0.955094712	-0.918605336	-0.903400581	-0.955806255	-0.95229047	LAYING
161	6	18	-0.986456242	-0.986464543	-0.986456242	-0.986464543	-0.98832154	-0.989526278	-0.980740847	-0.980560878	-0.993095123	-0.992153054	-0.986788412	-0.987648484	-0.988548418	-0.989710657	-0.984329092	-0.981468842	-0.991901008	-0.992737962	LAYING
162	6	5	-0.966777883	-0.958612786	-0.966777883	-0.958612786	-0.980141254	-0.977477145	-0.946938301	-0.958287922	-0.986419423	-0.98377138	-0.962234984	-0.962525369	-0.97735638	-0.976381935	-0.968257069	-0.959263063	-0.984618026	-0.983434493	LAYING
163	6	25	-0.560477776	-0.649254768	-0.560477776	-0.649254768	-0.962161356	-0.961931605	-0.809688545	-0.85601737	-0.969783262	-0.968309523	-0.774481944	-0.651353242	-0.960083147	-0.963601213	-0.910126994	-0.850661341	-0.968251609	-0.970457948	LAYING
164	6	3	-0.972791346	-0.964218176	-0.972791346	-0.964218176	-0.979484593	-0.976121298	-0.951564751	-0.954275111	-0.986713625	-0.983139256	-0.965524275	-0.968350217	-0.975949598	-0.975305378	-0.964586725	-0.955441856	-0.984278251	-0.982568158	LAYING
165	6	12	-0.948204676	-0.936542687	-0.948204676	-0.936542687	-0.969843834	-0.962580915	-0.930840594	-0.935725716	-0.971067769	-0.962012018	-0.94386744	-0.942133255	-0.962448419	-0.961653004	-0.945497023	-0.940373828	-0.963949607	-0.961911612	LAYING
166	6	10	-0.95678182	-0.940301654	-0.95678182	-0.940301654	-0.976234435	-0.967556981	-0.937590999	-0.927471166	-0.970830849	-0.959632932	-0.950848109	-0.944304975	-0.968561122	-0.965377553	-0.937692643	-0.933701315	-0.960976822	-0.960772876	LAYING
167	6	19	-0.966260807	-0.963193489	-0.966260807	-0.963193489	-0.98478434	-0.980668288	-0.953263433	-0.955906647	-0.985342498	-0.980245511	-0.971957401	-0.964056774	-0.980621564	-0.979452188	-0.965624724	-0.957496024	-0.98189047	-0.979327847	LAYING
168	6	28	-0.95811223	-0.95457403	-0.95811223	-0.95457403	-0.978455342	-0.973312648	-0.937106921	-0.928940913	-0.978220271	-0.969773277	-0.961035588	-0.957564019	-0.973436249	-0.972336129	-0.944218369	-0.931675004	-0.971830582	-0.969319821	LAYING
169	6	26	-0.976785042	-0.96435519	-0.976785042	-0.96435519	-0.989970604	-0.989101949	-0.951863595	-0.965676822	-0.99219798	-0.989917354	-0.969269114	-0.966576632	-0.989138184	-0.987901463	-0.97430518	-0.966139219	-0.990430914	-0.989628012	LAYING
170	6	15	-0.955340662	-0.943314108	-0.955340662	-0.943314108	-0.979890228	-0.973644463	-0.944605127	-0.924043008	-0.983235025	-0.973650042	-0.956001034	-0.94550856	-0.973681223	-0.972530078	-0.946812642	-0.923682245	-0.975727854	-0.972645711	LAYING
171	6	13	-0.960517768	-0.947944747	-0.960517768	-0.947944747	-0.985467854	-0.980066243	-0.944303112	-0.944687481	-0.985446265	-0.975113306	-0.959535494	-0.949431319	-0.980754386	-0.97804435	-0.957681621	-0.946133432	-0.978150814	-0.972798632	LAYING
172	6	22	-0.934993799	-0.909407761	-0.934993799	-0.909407761	-0.971169779	-0.959849822	-0.926616373	-0.923911566	-0.981716936	-0.974201691	-0.929818991	-0.913267251	-0.962654792	-0.955635614	-0.946055841	-0.923552358	-0.976638981	-0.972789021	LAYING
173	6	20	-0.960743126	-0.939489445	-0.960743126	-0.939489445	-0.984670074	-0.980161687	-0.960447373	-0.962153598	-0.986749501	-0.981079302	-0.952827071	-0.941894086	-0.979695458	-0.979565197	-0.969832241	-0.964205915	-0.981119821	-0.981986153	LAYING
174	6	29	-0.986493197	-0.981572148	-0.986493197	-0.981572148	-0.992725368	-0.994646917	-0.971923623	-0.977040093	-0.997322527	-0.997666072	-0.986800645	-0.981599784	-0.993998276	-0.994366668	-0.984001342	-0.976679046	-0.997617389	-0.997585231	LAYING
175	6	27	-0.982091652	-0.978920176	-0.982091652	-0.978920176	-0.988372774	-0.988586771	-0.966917594	-0.971915733	-0.994355044	-0.993484313	-0.981389018	-0.980296339	-0.988098903	-0.98817486	-0.979890668	-0.971806237	-0.993563779	-0.993552299	LAYING
176	6	16	-0.961834635	-0.957895928	-0.961834635	-0.957895928	-0.988349657	-0.987891004	-0.9517771	-0.959020036	-0.990839526	-0.988212425	-0.968020521	-0.958111896	-0.987514525	-0.98724716	-0.970249639	-0.958975084	-0.988695278	-0.988058401	LAYING
177	6	14	-0.90597825	-0.856593119	-0.90597825	-0.856593119	-0.972576393	-0.966450909	-0.904665418	-0.913433186	-0.975621183	-0.964009922	-0.899463669	-0.859606047	-0.967988596	-0.963607434	-0.930151731	-0.917760105	-0.966455343	-0.963666018	LAYING
178	6	23	-0.962959197	-0.957871991	-0.962959197	-0.957871991	-0.987010197	-0.986685652	-0.949418001	-0.957227586	-0.984557479	-0.981314832	-0.967747053	-0.958465695	-0.985905704	-0.986540201	-0.966239348	-0.959025538	-0.981846854	-0.981585141	LAYING
179	6	21	-0.952596583	-0.942186431	-0.952596583	-0.942186431	-0.982800331	-0.978552619	-0.94927889	-0.949289148	-0.985915907	-0.982246472	-0.953769071	-0.944449071	-0.978444124	-0.977604879	-0.962349013	-0.949736575	-0.982993315	-0.982305117	LAYING
180	6	30	-0.969829984	-0.960167907	-0.969829984	-0.960167907	-0.97923282	-0.96964229	-0.962284921	-0.951264441	-0.985086413	-0.976177143	-0.96284082	-0.964051811	-0.96994927	-0.968087778	-0.962001199	-0.952644449	-0.977821336	-0.975481549	LAYING
